 #calculated the component:  1  2  3
 #tolerance:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.089015E+02eV    4.002056E+00Ha
 # Energy(eV)  |TotChi(-w,w,0)|   |Tot Chi(-w,w,0)|
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       5.069481   1.867750E+02   7.823611E+03
       5.077644   1.877142E+02   7.862953E+03
       5.085808   1.873250E+02   7.846653E+03
       5.093971   1.846606E+02   7.735047E+03
       5.102134   1.799286E+02   7.536830E+03
       5.110298   1.734075E+02   7.263678E+03
       5.118461   1.648499E+02   6.905217E+03
       5.126625   1.541647E+02   6.457635E+03
       5.134788   1.421462E+02   5.954205E+03
       5.142952   1.302032E+02   5.453940E+03
       5.151115   1.195889E+02   5.009329E+03
       5.159278   1.109382E+02   4.646968E+03
       5.167442   1.042751E+02   4.367866E+03
       5.175605   9.924289E+01   4.157076E+03
       5.183769   9.532198E+01   3.992838E+03
       5.191932   9.195113E+01   3.851640E+03
       5.200095   8.856623E+01   3.709854E+03
       5.208259   8.461446E+01   3.544322E+03
       5.216422   7.961765E+01   3.335016E+03
       5.224586   7.337698E+01   3.073608E+03
       5.232749   6.639150E+01   2.781001E+03
       5.240913   6.034943E+01   2.527911E+03
       5.249076   5.789180E+01   2.424966E+03
       5.257239   6.062151E+01   2.539308E+03
       5.265403   6.737078E+01   2.822020E+03
       5.273566   7.569710E+01   3.170793E+03
       5.281730   8.390223E+01   3.514488E+03
       5.289893   9.135097E+01   3.826501E+03
       5.298056   9.803037E+01   4.106286E+03
       5.306220   1.041490E+02   4.362585E+03
       5.314383   1.099160E+02   4.604149E+03
       5.322547   1.154395E+02   4.835517E+03
       5.330710   1.206831E+02   5.055163E+03
       5.338874   1.254443E+02   5.254597E+03
       5.347037   1.293425E+02   5.417885E+03
       5.355200   1.318274E+02   5.521972E+03
       5.363364   1.322453E+02   5.539478E+03
       5.371527   1.300261E+02   5.446519E+03
       5.379691   1.250155E+02   5.236638E+03
       5.387854   1.178746E+02   4.937520E+03
       5.396017   1.102930E+02   4.619944E+03
       5.404181   1.046334E+02   4.382875E+03
       5.412344   1.028335E+02   4.307480E+03
       5.420508   1.052033E+02   4.406744E+03
       5.428671   1.103443E+02   4.622089E+03
       5.436834   1.162542E+02   4.869644E+03
       5.444998   1.213433E+02   5.082818E+03
       5.453161   1.246534E+02   5.221470E+03
       5.461325   1.255737E+02   5.260017E+03
       5.469488   1.236274E+02   5.178494E+03
       5.477652   1.186306E+02   4.969188E+03
       5.485815   1.110177E+02   4.650297E+03
       5.493978   1.018693E+02   4.267093E+03
       5.502142   9.250274E+01   3.874746E+03
       5.510305   8.396205E+01   3.516994E+03
       5.518469   7.676564E+01   3.215552E+03
       5.526632   7.096590E+01   2.972613E+03
       5.534795   6.639107E+01   2.780982E+03
       5.542959   6.292770E+01   2.635909E+03
       5.551122   6.070652E+01   2.542869E+03
       5.559286   6.004021E+01   2.514958E+03
       5.567449   6.111319E+01   2.559903E+03
       5.575613   6.375476E+01   2.670553E+03
       5.583776   6.757950E+01   2.830764E+03
       5.591939   7.229618E+01   3.028335E+03
       5.600103   7.788106E+01   3.262274E+03
       5.608266   8.459509E+01   3.543511E+03
       5.616430   9.295395E+01   3.893646E+03
       5.624593   1.037025E+02   4.343879E+03
       5.632756   1.177740E+02   4.933304E+03
       5.640920   1.361925E+02   5.704818E+03
       5.649083   1.599063E+02   6.698141E+03
       5.657247   1.895914E+02   7.941586E+03
       5.665410   2.254418E+02   9.443286E+03
       5.673574   2.668583E+02   1.117814E+04
       5.681737   3.120237E+02   1.307002E+04
       5.689900   3.577077E+02   1.498363E+04
       5.698064   3.996643E+02   1.674110E+04
       5.706227   4.334715E+02   1.815721E+04
       5.714391   4.553807E+02   1.907494E+04
       5.722554   4.629497E+02   1.939199E+04
       5.730717   4.554070E+02   1.907604E+04
       5.738881   4.336628E+02   1.816523E+04
       5.747044   3.999455E+02   1.675288E+04
       5.755208   3.572172E+02   1.496308E+04
       5.763371   3.085910E+02   1.292623E+04
       5.771535   2.569972E+02   1.076507E+04
       5.779698   2.052304E+02   8.596669E+03
       5.787861   1.563490E+02   6.549134E+03
       5.796025   1.144592E+02   4.794457E+03
       5.804188   8.569346E+01   3.589519E+03
       5.812352   7.609288E+01   3.187371E+03
       5.820515   8.251638E+01   3.456438E+03
       5.828678   9.481773E+01   3.971716E+03
       5.836842   1.068345E+02   4.475073E+03
       5.845005   1.166158E+02   4.884790E+03
       5.853169   1.237586E+02   5.183990E+03
       5.861332   1.283588E+02   5.376682E+03
       5.869495   1.309282E+02   5.484309E+03
       5.877659   1.322458E+02   5.539499E+03
       5.885822   1.328966E+02   5.566762E+03
       5.893986   1.327776E+02   5.561777E+03
       5.902149   1.307636E+02   5.477412E+03
       5.910313   1.249035E+02   5.231944E+03
       5.918476   1.134418E+02   4.751840E+03
       5.926639   9.602548E+01   4.022306E+03
       5.934803   7.399704E+01   3.099581E+03
       5.942966   4.962034E+01   2.078492E+03
       5.951130   2.546787E+01   1.066796E+03
       5.959293   1.158279E+01   4.851788E+02
       5.967456   2.809065E+01   1.176658E+03
       5.975620   4.829502E+01   2.022977E+03
       5.983783   6.627694E+01   2.776202E+03
       5.991947   8.155098E+01   3.415999E+03
       6.000110   9.470100E+01   3.966826E+03
       6.008274   1.064863E+02   4.460490E+03
       6.016437   1.171362E+02   4.906590E+03
       6.024600   1.262549E+02   5.288551E+03
       6.032764   1.330921E+02   5.574951E+03
       6.040927   1.367471E+02   5.728050E+03
       6.049091   1.363871E+02   5.712968E+03
       6.057254   1.316493E+02   5.514513E+03
       6.065417   1.229456E+02   5.149934E+03
       6.073581   1.112957E+02   4.661945E+03
       6.081744   9.787821E+01   4.099913E+03
       6.089908   8.377395E+01   3.509115E+03
       6.098071   6.993177E+01   2.929295E+03
       6.106235   5.710312E+01   2.391930E+03
       6.114398   4.572767E+01   1.915436E+03
       6.122561   3.589879E+01   1.503725E+03
       6.130725   2.743744E+01   1.149297E+03
       6.138888   2.002592E+01   8.388437E+02
       6.147052   1.338075E+01   5.604915E+02
       6.155215   7.551880E+00   3.163324E+02
       6.163378   4.252195E+00   1.781155E+02
       6.171542   6.598593E+00   2.764012E+02
       6.179705   1.017793E+01   4.263322E+02
       6.187869   1.257238E+01   5.266305E+02
       6.196032   1.298199E+01   5.437881E+02
       6.204196   1.107593E+01   4.639474E+02
       6.212359   7.829790E+00   3.279735E+02
       6.220522   8.792871E+00   3.683149E+02
       6.228686   1.636459E+01   6.854785E+02
       6.236849   2.593075E+01   1.086185E+03
       6.245013   3.535300E+01   1.480863E+03
       6.253176   4.360096E+01   1.826353E+03
       6.261339   5.005010E+01   2.096494E+03
       6.269503   5.423142E+01   2.271640E+03
       6.277666   5.577066E+01   2.336116E+03
       6.285830   5.455735E+01   2.285293E+03
       6.293993   5.095972E+01   2.134596E+03
       6.302156   4.580004E+01   1.918468E+03
       6.310320   4.006301E+01   1.678155E+03
       6.318483   3.458342E+01   1.448627E+03
       6.326647   2.990504E+01   1.252659E+03
       6.334810   2.629123E+01   1.101284E+03
       6.342974   2.377539E+01   9.959013E+02
       6.351137   2.219480E+01   9.296936E+02
       6.359300   2.124967E+01   8.901042E+02
       6.367464   2.064062E+01   8.645923E+02
       6.375627   2.022112E+01   8.470205E+02
       6.383791   2.002658E+01   8.388713E+02
       6.391954   2.015758E+01   8.443588E+02
       6.400117   2.065941E+01   8.653795E+02
       6.408281   2.150781E+01   9.009172E+02
       6.416444   2.265985E+01   9.491734E+02
       6.424608   2.409257E+01   1.009187E+03
       6.432771   2.581154E+01   1.081191E+03
       6.440935   2.784426E+01   1.166337E+03
       6.449098   3.023019E+01   1.266279E+03
       6.457261   3.300867E+01   1.382664E+03
       6.465425   3.620087E+01   1.516379E+03
       6.473588   3.977965E+01   1.666286E+03
       6.481752   4.362182E+01   1.827226E+03
       6.489915   4.744612E+01   1.987419E+03
       6.498078   5.076411E+01   2.126402E+03
       6.506242   5.290881E+01   2.216239E+03
       6.514405   5.321436E+01   2.229038E+03
       6.522569   5.131922E+01   2.149654E+03
       6.530732   4.737927E+01   1.984618E+03
       6.538896   4.195791E+01   1.757529E+03
       6.547059   3.566874E+01   1.494089E+03
       6.555222   2.894243E+01   1.212337E+03
       6.563386   2.219985E+01   9.299052E+02
       6.571549   1.654609E+01   6.930810E+02
       6.579713   1.482115E+01   6.208270E+02
       6.587876   1.895880E+01   7.941443E+02
       6.596039   2.635602E+01   1.103998E+03
       6.604203   3.453655E+01   1.446664E+03
       6.612366   4.243677E+01   1.777587E+03
       6.620530   4.972937E+01   2.083059E+03
       6.628693   5.648256E+01   2.365936E+03
       6.636857   6.294692E+01   2.636714E+03
       6.645020   6.937080E+01   2.905797E+03
       6.653183   7.576710E+01   3.173725E+03
       6.661347   8.165314E+01   3.420279E+03
       6.669510   8.601650E+01   3.603051E+03
       6.677674   8.772158E+01   3.674473E+03
       6.685837   8.614747E+01   3.608537E+03
       6.694000   8.154131E+01   3.415594E+03
       6.702164   7.482350E+01   3.134200E+03
       6.710327   6.710622E+01   2.810939E+03
       6.718491   5.932578E+01   2.485032E+03
       6.726654   5.210000E+01   2.182360E+03
       6.734817   4.572025E+01   1.915125E+03
       6.742981   4.024810E+01   1.685909E+03
       6.751144   3.571635E+01   1.496083E+03
       6.759308   3.231024E+01   1.353408E+03
       6.767471   3.037571E+01   1.272375E+03
       6.775635   3.027894E+01   1.268321E+03
       6.783798   3.230247E+01   1.353083E+03
       6.791961   3.663449E+01   1.534542E+03
       6.800125   4.326244E+01   1.812173E+03
       6.808288   5.175132E+01   2.167754E+03
       6.816452   6.114940E+01   2.561420E+03
       6.824615   7.012068E+01   2.937208E+03
       6.832778   7.717515E+01   3.232705E+03
       6.840942   8.091117E+01   3.389199E+03
       6.849105   8.037480E+01   3.366732E+03
       6.857269   7.552387E+01   3.163536E+03
       6.865432   6.743916E+01   2.824885E+03
       6.873596   5.802562E+01   2.430571E+03
       6.881759   4.943677E+01   2.070803E+03
       6.889922   4.356155E+01   1.824702E+03
       6.898086   4.153528E+01   1.739826E+03
       6.906249   4.326962E+01   1.812473E+03
       6.914413   4.762608E+01   1.994957E+03
       6.922576   5.320837E+01   2.228787E+03
       6.930739   5.890327E+01   2.467334E+03
       6.938903   6.402116E+01   2.681712E+03
       6.947066   6.824210E+01   2.858518E+03
       6.955230   7.141459E+01   2.991408E+03
       6.963393   7.332588E+01   3.071467E+03
       6.971557   7.368024E+01   3.086311E+03
       6.979720   7.240976E+01   3.033093E+03
       6.987883   7.009452E+01   2.936113E+03
       6.996047   6.790794E+01   2.844521E+03
       7.004210   6.669850E+01   2.793860E+03
       7.012374   6.599965E+01   2.764587E+03
       7.020537   6.436695E+01   2.696197E+03
       7.028700   6.071942E+01   2.543409E+03
       7.036864   5.513986E+01   2.309693E+03
       7.045027   4.864008E+01   2.037431E+03
       7.053191   4.243761E+01   1.777622E+03
       7.061354   3.732265E+01   1.563368E+03
       7.069518   3.334169E+01   1.396613E+03
       7.077681   2.988130E+01   1.251665E+03
       7.085844   2.613445E+01   1.094717E+03
       7.094008   2.164001E+01   9.064545E+02
       7.102171   1.659813E+01   6.952610E+02
       7.110335   1.197896E+01   5.017737E+02
       7.118498   9.468036E+00   3.965962E+02
       7.126661   9.906905E+00   4.149794E+02
       7.134825   1.151523E+01   4.823487E+02
       7.142988   1.252741E+01   5.247468E+02
       7.151152   1.231270E+01   5.157533E+02
       7.159315   1.089325E+01   4.562953E+02
       7.167478   8.685617E+00   3.638223E+02
       7.175642   6.512392E+00   2.727904E+02
       7.183805   5.795369E+00   2.427559E+02
       7.191969   7.437807E+00   3.115541E+02
       7.200132   1.060768E+01   4.443335E+02
       7.208296   1.464399E+01   6.134060E+02
       7.216459   1.933892E+01   8.100668E+02
       7.224622   2.454670E+01   1.028210E+03
       7.232786   3.010836E+01   1.261176E+03
       7.240949   3.589044E+01   1.503375E+03
       7.249113   4.177401E+01   1.749825E+03
       7.257276   4.755118E+01   1.991819E+03
       7.265439   5.280751E+01   2.211996E+03
       7.273603   5.693210E+01   2.384766E+03
       7.281766   5.934179E+01   2.485703E+03
       7.289930   5.982458E+01   2.505926E+03
       7.298093   5.873415E+01   2.460250E+03
       7.306257   5.681222E+01   2.379745E+03
       7.314420   5.469116E+01   2.290898E+03
       7.322583   5.245546E+01   2.197249E+03
       7.330747   4.969265E+01   2.081521E+03
       7.338910   4.596627E+01   1.925431E+03
       7.347074   4.121988E+01   1.726614E+03
       7.355237   3.587902E+01   1.502897E+03
       7.363400   3.075288E+01   1.288174E+03
       7.371564   2.680890E+01   1.122969E+03
       7.379727   2.478598E+01   1.038233E+03
       7.387891   2.474956E+01   1.036707E+03
       7.396054   2.608780E+01   1.092763E+03
       7.404218   2.807437E+01   1.175976E+03
       7.412381   3.035696E+01   1.271590E+03
       7.420544   3.304110E+01   1.384023E+03
       7.428708   3.644315E+01   1.526527E+03
       7.436871   4.068896E+01   1.704375E+03
       7.445035   4.542174E+01   1.902621E+03
       7.453198   4.977324E+01   2.084897E+03
       7.461361   5.257354E+01   2.202195E+03
       7.469525   5.272002E+01   2.208331E+03
       7.477688   4.953403E+01   2.074877E+03
       7.485852   4.287333E+01   1.795874E+03
       7.494015   3.300570E+01   1.382539E+03
       7.502179   2.061848E+01   8.636647E+02
       7.510342   8.919964E+00   3.736386E+02
       7.518505   1.582257E+01   6.627742E+02
       7.526669   3.253395E+01   1.362779E+03
       7.534832   5.048112E+01   2.114548E+03
       7.542996   6.843660E+01   2.866666E+03
       7.551159   8.532962E+01   3.574279E+03
       7.559322   9.971460E+01   4.176835E+03
       7.567486   1.100935E+02   4.611587E+03
       7.575649   1.154744E+02   4.836979E+03
       7.583813   1.156355E+02   4.843730E+03
       7.591976   1.109077E+02   4.645689E+03
       7.600140   1.018297E+02   4.265433E+03
       7.608303   8.909350E+01   3.731940E+03
       7.616466   7.366434E+01   3.085645E+03
       7.624630   5.667904E+01   2.374166E+03
       7.632793   3.909760E+01   1.637717E+03
       7.640957   2.153922E+01   9.022326E+02
       7.649120   6.260061E+00   2.622208E+02
       7.657283   1.599491E+01   6.699930E+02
       7.665447   3.269841E+01   1.369668E+03
       7.673610   4.826274E+01   2.021625E+03
       7.681774   6.145118E+01   2.574061E+03
       7.689937   7.151496E+01   2.995612E+03
       7.698100   7.812562E+01   3.272518E+03
       7.706264   8.134899E+01   3.407539E+03
       7.714427   8.166982E+01   3.420978E+03
       7.722591   8.001900E+01   3.351828E+03
       7.730754   7.766611E+01   3.253270E+03
       7.738918   7.589498E+01   3.179082E+03
       7.747081   7.550507E+01   3.162749E+03
       7.755244   7.646461E+01   3.202942E+03
       7.763408   7.811025E+01   3.271874E+03
       7.771571   7.974214E+01   3.340231E+03
       7.779735   8.104901E+01   3.394973E+03
       7.787898   8.214033E+01   3.440686E+03
       7.796061   8.341962E+01   3.494273E+03
       7.804225   8.547219E+01   3.580251E+03
       7.812388   8.880318E+01   3.719779E+03
       7.820552   9.332792E+01   3.909311E+03
       7.828715   9.807487E+01   4.108151E+03
       7.836879   1.016173E+02   4.256536E+03
       7.845042   1.029546E+02   4.312551E+03
       7.853205   1.020406E+02   4.274265E+03
       7.861369   9.951713E+01   4.168564E+03
       7.869532   9.597343E+01   4.020126E+03
       7.877696   9.145569E+01   3.830887E+03
       7.885859   8.559817E+01   3.585528E+03
       7.894022   7.814355E+01   3.273269E+03
       7.902186   6.949229E+01   2.910886E+03
       7.910349   6.107214E+01   2.558184E+03
       7.918513   5.522247E+01   2.313153E+03
       7.926676   5.409446E+01   2.265903E+03
       7.934840   5.796050E+01   2.427844E+03
       7.943003   6.507911E+01   2.726027E+03
       7.951166   7.305505E+01   3.060123E+03
       7.959330   7.961480E+01   3.334897E+03
       7.967493   8.293140E+01   3.473822E+03
       7.975657   8.211640E+01   3.439684E+03
       7.983820   7.753745E+01   3.247881E+03
       7.991983   7.052714E+01   2.954234E+03
       8.000147   6.267363E+01   2.625267E+03
       8.008310   5.522036E+01   2.313065E+03
       8.016474   4.883749E+01   2.045700E+03
       8.024637   4.366542E+01   1.829053E+03
       8.032801   3.945841E+01   1.652830E+03
       8.040964   3.575729E+01   1.497798E+03
       8.049127   3.208124E+01   1.343816E+03
       8.057291   2.812152E+01   1.177952E+03
       8.065454   2.390096E+01   1.001161E+03
       8.073618   1.984386E+01   8.312178E+02
       8.081781   1.671191E+01   7.000267E+02
       8.089944   1.534312E+01   6.426911E+02
       8.098108   1.610315E+01   6.745270E+02
       8.106271   1.862386E+01   7.801145E+02
       8.114435   2.234129E+01   9.358296E+02
       8.122598   2.690456E+01   1.126975E+03
       8.130761   3.213209E+01   1.345946E+03
       8.138925   3.788194E+01   1.586795E+03
       8.147088   4.399364E+01   1.842801E+03
       8.155252   5.029948E+01   2.106939E+03
