 #calculated the component:  1  2  3
 #tolerance:    2.000000E-03
 #broadening:    2.000000E-03Ha
 #scissors shift:    0.000000E+00Ha
 #energy window:    1.089015E+02eV    4.002056E+00Ha
 # Energy      Tot-Im Chi(-w,w,0)  Tot-Im Chi(-w,w,0)
 # eV          *10^-7 esu        *10^-12 m/V SI units 
 # 
       4.865395   4.708474E+02   1.972281E+04
       4.873559   3.770346E+02   1.579319E+04
       4.881722   2.342931E+02   9.814045E+03
       4.889886   6.407553E+01   2.683990E+03
       4.898049  -9.853055E+01  -4.127238E+03
       4.906213  -2.218903E+02  -9.294520E+03
       4.914376  -2.940907E+02  -1.231884E+04
       4.922539  -3.246678E+02  -1.359965E+04
       4.930703  -3.334020E+02  -1.396551E+04
       4.938866  -3.377311E+02  -1.414685E+04
       4.947030  -3.461857E+02  -1.450099E+04
       4.955193  -3.580191E+02  -1.499667E+04
       4.963356  -3.667945E+02  -1.536425E+04
       4.971520  -3.655568E+02  -1.531241E+04
       4.979683  -3.510198E+02  -1.470348E+04
       4.987847  -3.247702E+02  -1.360394E+04
       4.996010  -2.915052E+02  -1.221054E+04
       5.004173  -2.563580E+02  -1.073830E+04
       5.012337  -2.232126E+02  -9.349906E+03
       5.020500  -1.943361E+02  -8.140332E+03
       5.028664  -1.707121E+02  -7.150772E+03
       5.036827  -1.525079E+02  -6.388236E+03
       5.044991  -1.393857E+02  -5.838574E+03
       5.053154  -1.304687E+02  -5.465061E+03
       5.061317  -1.240021E+02  -5.194187E+03
       5.069481  -1.172993E+02  -4.913421E+03
       5.077644  -1.076817E+02  -4.510561E+03
       5.085808  -9.401097E+01  -3.937922E+03
       5.093971  -7.718443E+01  -3.233094E+03
       5.102134  -5.883384E+01  -2.464426E+03
       5.110298  -4.001747E+01  -1.676248E+03
       5.118461  -2.171650E+01  -9.096586E+02
       5.126625  -5.679525E+00  -2.379034E+02
       5.134788   6.337117E+00   2.654486E+02
       5.142952   1.384922E+01   5.801149E+02
       5.151115   1.774668E+01   7.433713E+02
       5.159278   1.947865E+01   8.159199E+02
       5.167442   2.033295E+01   8.517047E+02
       5.175605   2.117002E+01   8.867678E+02
       5.183769   2.244438E+01   9.401479E+02
       5.191932   2.429309E+01   1.017586E+03
       5.200095   2.658033E+01   1.113394E+03
       5.208259   2.887705E+01   1.209599E+03
       5.216422   3.042300E+01   1.274356E+03
       5.224586   3.020281E+01   1.265132E+03
       5.232749   2.732844E+01   1.144731E+03
       5.240913   2.176020E+01   9.114892E+02
       5.249076   1.487483E+01   6.230752E+02
       5.257239   9.080215E+00   3.803511E+02
       5.265403   6.511991E+00   2.727736E+02
       5.273566   8.013124E+00   3.356529E+02
       5.281730   1.321865E+01   5.537016E+02
       5.289893   2.128395E+01   8.915401E+02
       5.298056   3.147518E+01   1.318429E+03
       5.306220   4.336466E+01   1.816454E+03
       5.314383   5.675522E+01   2.377357E+03
       5.322547   7.148775E+01   2.994472E+03
       5.330710   8.720196E+01   3.652707E+03
       5.338874   1.030734E+02   4.317530E+03
       5.347037   1.175618E+02   4.924419E+03
       5.355200   1.282799E+02   5.373376E+03
       5.363364   1.322334E+02   5.538979E+03
       5.371527   1.267499E+02   5.309286E+03
       5.379691   1.110514E+02   4.651712E+03
       5.387854   8.748020E+01   3.664362E+03
       5.396017   6.068467E+01   2.541954E+03
       5.404181   3.433756E+01   1.438328E+03
       5.412344   8.077795E+00   3.383619E+02
       5.420508  -2.149433E+01  -9.003524E+02
       5.428671  -5.567355E+01  -2.332048E+03
       5.436834  -8.969429E+01  -3.757106E+03
       5.444998  -1.149167E+02  -4.813621E+03
       5.453161  -1.246011E+02  -5.219279E+03
       5.461325  -1.171892E+02  -4.908810E+03
       5.469488  -9.595269E+01  -4.019257E+03
       5.477652  -6.730354E+01  -2.819204E+03
       5.485815  -3.849666E+01  -1.612544E+03
       5.493978  -1.490830E+01  -6.244775E+02
       5.502142   1.488006E+00   6.232947E+01
       5.510305   1.147856E+01   4.808127E+02
       5.518469   1.693088E+01   7.091991E+02
       5.526632   1.953177E+01   8.181450E+02
       5.534795   2.034253E+01   8.521057E+02
       5.542959   1.990618E+01   8.338282E+02
       5.551122   1.858176E+01   7.783509E+02
       5.559286   1.683180E+01   7.050490E+02
       5.567449   1.523990E+01   6.383674E+02
       5.575613   1.427796E+01   5.980738E+02
       5.583776   1.411409E+01   5.912096E+02
       5.591939   1.465415E+01   6.138315E+02
       5.600103   1.572402E+01   6.586461E+02
       5.608266   1.723910E+01   7.221099E+02
       5.616430   1.932721E+01   8.095764E+02
       5.624593   2.245263E+01   9.404938E+02
       5.632756   2.758539E+01   1.155494E+03
       5.640920   3.640539E+01   1.524945E+03
       5.649083   5.145163E+01   2.155201E+03
       5.657247   7.605808E+01   3.185913E+03
       5.665410   1.138701E+02   4.769778E+03
       5.673574   1.675943E+02   7.020174E+03
       5.681737   2.366038E+02   9.910836E+03
       5.689900   3.140382E+02   1.315440E+04
       5.698064   3.857772E+02   1.615940E+04
       5.706227   4.334431E+02   1.815602E+04
       5.714391   4.408347E+02   1.846564E+04
       5.722554   4.007149E+02   1.678510E+04
       5.730717   3.183980E+02   1.333702E+04
       5.738881   2.101007E+02   8.800679E+03
       5.747044   9.701795E+01   4.063878E+03
       5.755208  -1.549860E+00  -6.492037E+01
       5.763371  -7.285278E+01  -3.051650E+03
       5.771535  -1.120399E+02  -4.693117E+03
       5.779698  -1.212075E+02  -5.077129E+03
       5.787861  -1.075438E+02  -4.504783E+03
       5.796025  -8.117719E+01  -3.400342E+03
       5.804188  -5.268898E+01  -2.207031E+03
       5.812352  -3.037495E+01  -1.272343E+03
       5.820515  -1.832157E+01  -7.674520E+02
       5.828678  -1.654702E+01  -6.931201E+02
       5.836842  -2.283089E+01  -9.563382E+02
       5.845005  -3.452849E+01  -1.446326E+03
       5.853169  -4.924791E+01  -2.062892E+03
       5.861332  -6.484482E+01  -2.716214E+03
       5.869495  -7.974186E+01  -3.340219E+03
       5.877659  -9.334747E+01  -3.910130E+03
       5.885822  -1.057366E+02  -4.429085E+03
       5.893986  -1.166062E+02  -4.884388E+03
       5.902149  -1.240099E+02  -5.194514E+03
       5.910313  -1.240046E+02  -5.194292E+03
       5.918476  -1.128322E+02  -4.726304E+03
       5.926639  -9.070108E+01  -3.799278E+03
       5.934803  -6.297652E+01  -2.637954E+03
       5.942966  -3.710319E+01  -1.554175E+03
       5.951130  -1.883457E+01  -7.889405E+02
       5.959293  -1.099904E+01  -4.607268E+02
       5.967456  -1.399008E+01  -5.860150E+02
       5.975620  -2.612618E+01  -1.094371E+03
       5.983783  -4.402102E+01  -1.843948E+03
       5.991947  -6.396725E+01  -2.679454E+03
       6.000110  -8.352101E+01  -3.498520E+03
       6.008274  -1.014461E+02  -4.249366E+03
       6.016437  -1.163255E+02  -4.872630E+03
       6.024600  -1.257800E+02  -5.268658E+03
       6.032764  -1.269123E+02  -5.316088E+03
       6.040927  -1.173523E+02  -4.915640E+03
       6.049091  -9.664830E+01  -4.048395E+03
       6.057254  -6.745739E+01  -2.825648E+03
       6.065417  -3.508763E+01  -1.469747E+03
       6.073581  -5.233255E+00  -2.192101E+02
       6.081744   1.808216E+01   7.574237E+02
       6.089908   3.312454E+01   1.387517E+03
       6.098071   4.021870E+01   1.684677E+03
       6.106235   4.111265E+01   1.722123E+03
       6.114398   3.803029E+01   1.593009E+03
       6.122561   3.283783E+01   1.375508E+03
       6.130725   2.667587E+01   1.117396E+03
       6.138888   2.001775E+01   8.385017E+02
       6.147052   1.297495E+01   5.434933E+02
       6.155215   5.716678E+00   2.394597E+02
       6.163378  -1.161566E+00  -4.865556E+01
       6.171542  -6.558444E+00  -2.747195E+02
       6.179705  -9.170414E+00  -3.841294E+02
       6.187869  -8.049368E+00  -3.371711E+02
       6.196032  -3.339066E+00  -1.398665E+02
       6.204196   2.968368E+00   1.243387E+02
       6.212359   7.085769E+00   2.968080E+02
       6.220522   5.185863E+00   2.172249E+02
       6.228686  -4.020187E+00  -1.683972E+02
       6.236849  -1.822834E+01  -7.635470E+02
       6.245013  -3.290756E+01  -1.378429E+03
       6.253176  -4.359919E+01  -1.826278E+03
       6.261339  -4.740649E+01  -1.985758E+03
       6.269503  -4.341140E+01  -1.818413E+03
       6.277666  -3.276488E+01  -1.372452E+03
       6.285830  -1.856144E+01  -7.774996E+02
       6.293993  -4.759489E+00  -1.993650E+02
       6.302156   5.654818E+00   2.368684E+02
       6.310320   1.174558E+01   4.919978E+02
       6.318483   1.422965E+01   5.960503E+02
       6.326647   1.443984E+01   6.048546E+02
       6.334810   1.358772E+01   5.691613E+02
       6.342974   1.251016E+01   5.240242E+02
       6.351137   1.166839E+01   4.887643E+02
       6.359300   1.120437E+01   4.693277E+02
       6.367464   1.102925E+01   4.619920E+02
       6.375627   1.098866E+01   4.602918E+02
       6.383791   1.103682E+01   4.623092E+02
       6.391954   1.127149E+01   4.721390E+02
       6.400117   1.183678E+01   4.958180E+02
       6.408281   1.283882E+01   5.377914E+02
       6.416444   1.433875E+01   6.006200E+02
       6.424608   1.638140E+01   6.861824E+02
       6.432771   1.901444E+01   7.964751E+02
       6.440935   2.228396E+01   9.334283E+02
       6.449098   2.620385E+01   1.097624E+03
       6.457261   3.069052E+01   1.285561E+03
       6.465425   3.544620E+01   1.484767E+03
       6.473588   3.977963E+01   1.666285E+03
       6.481752   4.239938E+01   1.776021E+03
       6.489915   4.134908E+01   1.732026E+03
       6.498078   3.445987E+01   1.443452E+03
       6.506242   2.068373E+01   8.663982E+02
       6.514405   1.835736E+00   7.689512E+01
       6.522569  -1.713937E+01  -7.179325E+02
       6.530732  -3.075806E+01  -1.288390E+03
       6.538896  -3.635632E+01  -1.522890E+03
       6.547059  -3.482216E+01  -1.458627E+03
       6.555222  -2.892771E+01  -1.211721E+03
       6.563386  -2.180556E+01  -9.133893E+02
       6.571549  -1.633792E+01  -6.843614E+02
       6.579713  -1.470424E+01  -6.159299E+02
       6.587876  -1.779360E+01  -7.453365E+02
       6.596039  -2.486874E+01  -1.041699E+03
       6.604203  -3.388475E+01  -1.419361E+03
       6.612366  -4.243650E+01  -1.777576E+03
       6.620530  -4.872659E+01  -2.041055E+03
       6.628693  -5.188271E+01  -2.173258E+03
       6.636857  -5.161985E+01  -2.162247E+03
       6.645020  -4.767336E+01  -1.996937E+03
       6.653183  -3.936490E+01  -1.648913E+03
       6.661347  -2.578045E+01  -1.079889E+03
       6.669510  -6.953257E+00  -2.912573E+02
       6.677674   1.475217E+01   6.179373E+02
       6.685837   3.493538E+01   1.463370E+03
       6.694000   4.952245E+01   2.074392E+03
       6.702164   5.692631E+01   2.384523E+03
       6.710327   5.810839E+01   2.434038E+03
       6.718491   5.523105E+01   2.313513E+03
       6.726654   5.039883E+01   2.111101E+03
       6.734817   4.505915E+01   1.887433E+03
       6.742981   3.997977E+01   1.674669E+03
       6.751144   3.555485E+01   1.489318E+03
       6.759308   3.210262E+01   1.344711E+03
       6.767471   2.994699E+01   1.254416E+03
       6.775635   2.938754E+01   1.230982E+03
       6.783798   3.076023E+01   1.288481E+03
       6.791961   3.455409E+01   1.447398E+03
       6.800125   4.126705E+01   1.728590E+03
       6.808288   5.073098E+01   2.125014E+03
       6.816452   6.113280E+01   2.560725E+03
       6.824615   6.854111E+01   2.871043E+03
       6.832778   6.776151E+01   2.838388E+03
       6.840942   5.474808E+01   2.293282E+03
       6.849105   2.981145E+01   1.248739E+03
       6.857269  -8.694062E-01  -3.641760E+01
       6.865432  -2.799870E+01  -1.172807E+03
       6.873596  -4.446048E+01  -1.862356E+03
       6.881759  -4.828866E+01  -2.022711E+03
       6.889922  -4.152235E+01  -1.739284E+03
       6.898086  -2.741809E+01  -1.148486E+03
       6.906249  -8.812720E+00  -3.691464E+02
       6.914413   1.187528E+01   4.974305E+02
       6.922576   3.216618E+01   1.347374E+03
       6.930739   4.951982E+01   2.074282E+03
       6.938903   6.188881E+01   2.592393E+03
       6.947066   6.821548E+01   2.857403E+03
       6.955230   6.830792E+01   2.861276E+03
       6.963393   6.245015E+01   2.615906E+03
       6.971557   5.153230E+01   2.158580E+03
       6.979720   3.755884E+01   1.573261E+03
       6.987883   2.327575E+01   9.749723E+02
       6.996047   1.038825E+01   4.351418E+02
       7.004210  -1.721854E+00  -7.212487E+01
       7.012374  -1.455752E+01  -6.097839E+02
       7.020537  -2.767633E+01  -1.159303E+03
       7.028700  -3.824134E+01  -1.601849E+03
       7.036864  -4.366752E+01  -1.829141E+03
       7.045027  -4.391955E+01  -1.839698E+03
       7.053191  -4.104401E+01  -1.719248E+03
       7.061354  -3.718923E+01  -1.557779E+03
       7.069518  -3.317929E+01  -1.389811E+03
       7.077681  -2.833752E+01  -1.186999E+03
       7.085844  -2.142758E+01  -8.975563E+02
       7.094008  -1.215591E+01  -5.091857E+02
       7.102171  -2.117434E+00  -8.869486E+01
       7.110335   5.814291E+00   2.435484E+02
       7.118498   9.270632E+00   3.883273E+02
       7.126661   7.780654E+00   3.259153E+02
       7.134825   2.857937E+00   1.197130E+02
       7.142988  -2.908610E+00  -1.218356E+02
       7.151152  -7.124555E+00  -2.984327E+02
       7.159315  -8.613919E+00  -3.608190E+02
       7.167478  -7.695812E+00  -3.223614E+02
       7.175642  -5.661317E+00  -2.371407E+02
       7.183805  -3.901879E+00  -1.634415E+02
       7.191969  -3.334083E+00  -1.396578E+02
       7.200132  -4.441534E+00  -1.860465E+02
       7.208296  -7.582877E+00  -3.176308E+02
       7.216459  -1.298809E+01  -5.440438E+02
       7.224622  -2.037677E+01  -8.535400E+02
       7.232786  -2.863739E+01  -1.199560E+03
       7.240949  -3.588797E+01  -1.503272E+03
       7.249113  -3.978783E+01  -1.666629E+03
       7.257276  -3.792046E+01  -1.588409E+03
       7.265439  -2.852898E+01  -1.195019E+03
       7.273603  -1.185381E+01  -4.965313E+02
       7.281766   8.866589E+00   3.714028E+02
       7.289930   2.846413E+01   1.192303E+03
       7.298093   4.281464E+01   1.793416E+03
       7.306257   5.084345E+01   2.129726E+03
       7.314420   5.364991E+01   2.247282E+03
       7.322583   5.236885E+01   2.193621E+03
       7.330747   4.743832E+01   1.987092E+03
       7.338910   3.953267E+01   1.655941E+03
       7.347074   3.032439E+01   1.270225E+03
       7.355237   2.202051E+01   9.223930E+02
       7.363400   1.628576E+01   6.821763E+02
       7.371564   1.356097E+01   5.680407E+02
       7.379727   1.319269E+01   5.526143E+02
       7.387891   1.404703E+01   5.884007E+02
       7.396054   1.509157E+01   6.321540E+02
       7.404218   1.573364E+01   6.590492E+02
       7.412381   1.587260E+01   6.648698E+02
       7.420544   1.561639E+01   6.541379E+02
       7.428708   1.478320E+01   6.192374E+02
       7.436871   1.255381E+01   5.258526E+02
       7.445035   7.616427E+00   3.190362E+02
       7.453198  -1.072265E+00  -4.491494E+01
       7.461361  -1.312533E+01  -5.497926E+02
       7.469525  -2.599370E+01  -1.088821E+03
       7.477688  -3.566088E+01  -1.493759E+03
       7.485852  -3.849762E+01  -1.612585E+03
       7.494015  -3.281338E+01  -1.374484E+03
       7.502179  -1.942799E+01  -8.137977E+02
       7.510342  -1.591299E+00  -6.665616E+01
       7.518505   1.581531E+01   6.624700E+02
       7.526669   2.777558E+01   1.163461E+03
       7.534832   3.027291E+01   1.268069E+03
       7.542996   2.059285E+01   8.625912E+02
       7.551159  -1.977234E+00  -8.282219E+01
       7.559322  -3.448927E+01  -1.444683E+03
       7.567486  -6.963751E+01  -2.916969E+03
       7.575649  -9.809158E+01  -4.108850E+03
       7.583813  -1.125933E+02  -4.716299E+03
       7.591976  -1.104464E+02  -4.626368E+03
       7.600140  -9.346118E+01  -3.914893E+03
       7.608303  -6.690421E+01  -2.802477E+03
       7.616466  -3.791487E+01  -1.588175E+03
       7.624630  -1.310189E+01  -5.488107E+02
       7.632793   3.378911E+00   1.415355E+02
       7.640957   9.883124E+00   4.139833E+02
       7.649120   6.259189E+00   2.621843E+02
       7.657283  -6.512155E+00  -2.727805E+02
       7.665447  -2.561325E+01  -1.072885E+03
       7.673610  -4.595632E+01  -1.925014E+03
       7.681774  -6.143465E+01  -2.573369E+03
       7.689937  -6.733913E+01  -2.820695E+03
       7.698100  -6.211074E+01  -2.601688E+03
       7.706264  -4.757729E+01  -1.992913E+03
       7.714427  -2.790848E+01  -1.169028E+03
       7.722591  -7.679852E+00  -3.216929E+02
       7.730754   1.013126E+01   4.243771E+02
       7.738918   2.506419E+01   1.049886E+03
       7.747081   3.842850E+01   1.609689E+03
       7.755244   5.145431E+01   2.155313E+03
       7.763408   6.385161E+01   2.674610E+03
       7.771571   7.398372E+01   3.099023E+03
       7.779735   8.019354E+01   3.359139E+03
       7.787898   8.180832E+01   3.426779E+03
       7.796061   7.920437E+01   3.317705E+03
       7.804225   7.320107E+01   3.066239E+03
       7.812388   6.400446E+01   2.681013E+03
       7.820552   5.042207E+01   2.112075E+03
       7.828715   3.078214E+01   1.289399E+03
       7.836879   5.425995E+00   2.272836E+02
       7.845042  -2.207832E+01  -9.248146E+02
       7.853205  -4.695597E+01  -1.966887E+03
       7.861369  -6.614720E+01  -2.770768E+03
       7.869532  -7.882737E+01  -3.301913E+03
       7.877696  -8.496229E+01  -3.558892E+03
       7.885859  -8.450222E+01  -3.539621E+03
       7.894022  -7.807579E+01  -3.270431E+03
       7.902186  -6.797740E+01  -2.847431E+03
       7.910349  -5.799162E+01  -2.429147E+03
       7.918513  -5.172491E+01  -2.166648E+03
       7.926676  -5.072746E+01  -2.124867E+03
       7.934840  -5.388828E+01  -2.257267E+03
       7.943003  -5.801764E+01  -2.430237E+03
       7.951166  -5.876014E+01  -2.461339E+03
       7.959330  -5.201055E+01  -2.178613E+03
       7.967493  -3.633501E+01  -1.521997E+03
       7.975657  -1.476402E+01  -6.184338E+02
       7.983820   6.725084E+00   2.816997E+02
       7.991983   2.315988E+01   9.701189E+02
       8.000147   3.299557E+01   1.382115E+03
       8.008310   3.746040E+01   1.569137E+03
       8.016474   3.866413E+01   1.619559E+03
       8.024637   3.827800E+01   1.603385E+03
       8.032801   3.709485E+01   1.553825E+03
       8.040964   3.513786E+01   1.471851E+03
       8.049127   3.207670E+01   1.343626E+03
       8.057291   2.780111E+01   1.164530E+03
       8.065454   2.286348E+01   9.577032E+02
       8.073618   1.839612E+01   7.705748E+02
       8.081781   1.549576E+01   6.490851E+02
       8.089944   1.466517E+01   6.142933E+02
       8.098108   1.577312E+01   6.607031E+02
       8.106271   1.834567E+01   7.684615E+02
       8.114435   2.179761E+01   9.130563E+02
       8.122598   2.546779E+01   1.066792E+03
       8.130761   2.854491E+01   1.195687E+03
       8.138925   3.003298E+01   1.258018E+03
       8.147088   2.886407E+01   1.209055E+03
       8.155252   2.413102E+01   1.010798E+03
